Item Number,Description,Vendor,Category,Buyer,Planner,Item Type,Serialized (Y/N),Price,Unit of Measure,Manufacturers Part Number (MPN),Vendor,Vendor Part Number,Lead Time (Calendar Days),Handling Time (Logistics LT),Safety Stock,Minimum Order Quantity,Quantity per Carton,Cartons per Pallet,Carton Length,Carton Width,Carton Height,Carton Weight,Carton Dimensional Weight,ECCN,HTS,Costing Method,FA Type,Asset Account,GPU (Y/N),GPU Type,CPU Type,GPU Chip Count,GPU Core Count,RAM (Bytes),Local SSD (Y/N),SSD (Bytes),Local Disk (Y/N),Disk (Bytes),Network Interface Card (NIC) Count,Max Power Consumption (Watts)
String,String,String,List,,,List,List,Currency,List,String,List,String,Number,,Number,Number,,,,,,,,,,List,List,List,Boolean,String,String,Number,Number,Number,Boolean,Number,Boolean,Number,Number,Number
Mandatory,,Mandatory,Mandatory,,,,Mandatory,,Mandatory,Mandatory,,,Mandatory,,,,,,,,,,,,,Mandatory,,Mandatory,,,,,,,,,,,,
M402-EFEF-12CCA-PC-020-B,MTP (female) – MTP (female) Singlemode G657.A1 (9/125) 12 fibre micro core (3.0mm) single sheath cable - Polarity B; Total Length – 20m; MTP ELITE connectors,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£284.98,Eaches,M402-EFEF-12CCA-PC-020-B,Sycomp UK Limited,M402-EFEF-12CCA-PC-020-B,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1064273510,MOLEX QSFP28 100G-DR,Molex,Transceiver,Jon Merendino,Swapnil Kale,Inventory,No,,Eaches,1064273510,Myriad 360 LLC,1064273510,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
Datalec-2A 48U,48U W WITH BOTH SIDE PANELS 1.2a 48U with both side panels (without the door),Datalec Power Installations Limited,Equipment,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,"$1,066.36",Eaches,,Datalec Power Installations Limited,,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
Datalec-2B 48U,1.2B 48U ONE SIDE PANEL (WITHOUT PI Cabinets 1.2b 48U one side panel (without the door),Datalec Power Installations Limited,Equipment,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,$990.25,Eaches,,Datalec Power Installations Limited,,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
15M-12FM3-PFF-APC-B-LZ,OM3 12F MTP F-F LSZH APC Type B 15M,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£528.11,Eaches,50M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,50M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
12M-12FM3-PFF-APC-B-LZ,OM3 12F MTP F-F LSZH APC Type B 12M,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£466.78,Eaches,55M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,55M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
11M-12FM3-PFF-APC-B-LZ,OM3 12F MTP F-F LSZH APC Type B 11M,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£446.34,Eaches,60M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,60M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
10M-12FM3-PFF-APC-B-LZ,OM3 12F MTP F-F LSZH APC Type B 10M,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£425.89,Eaches,65M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,65M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
9M-12FM3-PFF-APC-B-LZ,OM3 12F MTP F-F LSZH APC Type B 9M,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£390.17,Eaches,70M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,70M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
20M-12FM3-PFF-APC-B-LZ,OM3 12F MTP F-F LSZH APC Type B 20M,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£618.07,Eaches,75M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,75M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
160M-12FM4-PFF-APC-B-K8-LZ,OM4 12F MTP F-F LSZH APC Type B 160M (Bundle of 8 in Blue Mesh),Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,"£4,885.72",Eaches,160M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,160M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
100M-12FM4-PFF-APC-B-K8-LZ,OM4 12F MTP F-F LSZH APC Type B 100M (Bundle of 8 in Blue Mesh),Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,"£3,166.45",Eaches,100M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,100M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
80M-12FM4-PFF-APC-B-K8-LZ,80M-12FM4-PFF-APC-B-K8-LZ OM4 12F MTP F-F LSZH APC Type B 80M - Bundle of (8) in Blue Mesh,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,"£2,546.29",Eaches,100M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,100M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
M402-EFEF-12CCA-PC-010-B,MPO8 M402-EFEF-12CCA-PC-010-B  MTP (female) – MTP (female) Singlemode G657.A1 (9/125) 12 fibre micro core (3.0mm) single sheath cable - Polarity B; Total Length – 10m; MTP ELITE connectors,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£95.38,Eaches,100M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,100M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
M402-EFEF-12CCA-PC-020-B,MPO8 M402-EFEF-12CCA-PC-020-B MTP (female) – MTP (female) Singlemode G657.A1 (9/125) 12 fibre micro core (3.0mm) single sheath cable - Polarity B; Total Length – 20m; MTP ELITE connectors,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£120.50,Eaches,100M-12FM4-PFF-APC-B-K8-LZ,Sycomp UK Limited,100M-12FM4-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SMLCSX,"0.5m (1.6ft) Fiber Patch Cable, 1 Fiber, LC UPC Simplex to LC UPC Simplex, Single Mode (OS2), Riser (OFNR), 2.0mm, Tight-Buffered, Yellow",FS,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£3.27,Eaches,SMLCSX,FS,SMLCSX,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
OM3XXSX,Customized OM3 Multimode LC/SC/FC/ST/LSH/MU Simplex Fiber Patch Cabl,FS,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£3.15,Eaches,OM3XXSX,FS,OM3XXSX,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
NN6APL17,CAT 6A PATCH CORD 17M,Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£37.78,Eaches,NN6APL17,Networks Centre BV,NN6APL17,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
NN6APL12,CAT 6A PATCH CORD 12M,Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£29.23,Eaches,NN6APL12,Networks Centre BV,NN6APL12,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SGC6AS2.0/WH,"CAT 6A 28AWG UTP PATCH CORD, CM/LSZH, OFF WHITE, 2 METER",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,€865.20,Eaches,SGC6AS2.0/WH,Networks Centre BV,SGC6AS2.0/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SGC6AS1.5/WH,"CAT 6A 28AWG UTP PATCH CORD, CM/LSZH, OFF WHITE, 1.5 METER",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,"€1,047.15",Eaches,SGC6AS1.5/WH,Networks Centre BV,SGC6AS1.5/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SGC6AS3/WH,"CAT 6A 28AWG UTP PATCH CORD, CM/LSZH, OFF WHITE, 3 METER",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,€987.15,Eaches,SGC6AS3/WH,Networks Centre BV,SGC6AS3/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SGC6AS20.0/WH,"Cat. 6a UFTP 20,0m LSZH",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,,Eaches,SGC6AS20.0/WH,Networks Centre BV,SGC6AS20.0/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
GC6AS20.0/WH,"Cat. 6a SFTP 20,0m LSZH",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,,Eaches,GC6AS20.0/WH,Networks Centre BV,GC6AS20.0/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
GC6AS15.0/WH,"Cat. 6a SFTP 15,0m LSZH",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,,Eaches,GC6AS15.0/WH,Networks Centre BV,GC6AS15.0/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SGC6AS15.0/WH,"Cat. 6a UFTP 15,0m LSZH",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,,Eaches,SGC6AS15.0/WH,Networks Centre BV,SGC6AS15.0/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
GC6AU15.0/WH,,Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,,Eaches,GC6AU15.0/WH,Networks Centre BV,GC6AU15.0/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SGC6AS10.0/WH,"Cat. 6a UFTP 10,0m LSZH",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,,Eaches,SGC6AS10.0/WH,Networks Centre BV,SGC6AS10.0/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
SGC6AS3/WH,"CAT 6A 28AWG UTP PATCH CORD, CM/LSZH, OFF WHITE, 3 METER",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,,Eaches,SGC6AS3/WH,Networks Centre BV,SGC6AS3/WH,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
9-FT-LC-LC-140-YW-CCA,"SINGLEMODE LC-LC FLAT TWIN RUGGEDIZED PATCHCORD, EUROCLASS CCA, YELLOW, 140 METRES",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,€164.12,Eaches,9-FT-LC-LC-140-YW-CCA,Networks Centre BV,9-FT-LC-LC-140-YW-CCA,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
9-FT-LC-LC-110-YW-CCA,"SINGLEMODE LC-LC FLAT TWIN RUGGEDIZED PATCHCORD, EUROCLASS CCA, YELLOW, 110 METRES",Networks Centre BV,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,€136.47,Eaches,9-FT-LC-LC-110-YW-CCA,Networks Centre BV,9-FT-LC-LC-110-YW-CCA,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
LCLC-GA1-DUP-(1.8)-YLW-10,SMF LC-TO-LC-SMF 10m,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£33.06,Eaches,LCLC-GA1-DUP-(1.8)-YLW-10,Sycomp UK Limited,LCLC-GA1-DUP-(1.8)-YLW-10,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
APL1L1DA12Y8,SMF LC-TO-LC-SMF 8m,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£13.96,Eaches,APL1L1DA12Y8,Sycomp UK Limited,APL1L1DA12Y8,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
APL1L1DA12Y12,SMF LC-TO-LC-SMF 12m,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£11.95,Eaches,APL1L1DA12Y12,Sycomp UK Limited,APL1L1DA12Y12,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
APL1L1DA12YLP25,SMF LC-TO-LC-SMF 25m,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£26.47,Eaches,APL1L1DA12YLP25,Sycomp UK Limited,APL1L1DA12YLP25,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
APL1L1DA12Y15,SMF LC-TO-LC-SMF 15m,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£17.58,Eaches,APL1L1DA12Y15,Sycomp UK Limited,APL1L1DA12Y15,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
APL1L1DA12Y20,SMF LC-TO-LC-SMF 20m,Sycomp UK Limited,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,£18.47,Eaches,APL1L1DA12Y20,Sycomp UK Limited,APL1L1DA12Y20,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560291,MPO SM CPR 1:2 Splitter cable - 0.5m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$56.48,Eaches,1834560291,Molex,1834560291,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560292,MPO SM CPR 1:2 Splitter cable - 1m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$57.35,Eaches,1834560292,Molex,1834560292,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560293,MPO SM CPR 1:2 Splitter cable - 2m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$59.10,Eaches,1834560293,Molex,1834560293,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560266,MPO SM CPR 1:2 Splitter cable - 3m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$60.85,Eaches,1834560266,Molex,1834560266,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560270,MPO SM CPR 1:2 Splitter cable - 5m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$64.35,Eaches,1834560270,Molex,1834560270,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560272,MPO SM CPR 1:2 Splitter cable - 6m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$66.10,Eaches,1834560272,Molex,1834560272,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560274,MPO SM CPR 1:2 Splitter cable - 7m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$67.85,Eaches,1834560274,Molex,1834560274,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560276,MPO SM CPR 1:2 Splitter cable - 8m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$69.60,Eaches,1834560276,Molex,1834560276,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560278,MPO SM CPR 1:2 Splitter cable - 9m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$71.35,Eaches,1834560278,Molex,1834560278,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560280,MPO SM CPR 1:2 Splitter cable - 10m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$73.10,Eaches,1834560280,Molex,1834560280,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560282,MPO SM CPR 1:2 Splitter cable - 11m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$74.85,Eaches,1834560282,Molex,1834560282,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560284,MPO SM CPR 1:2 Splitter cable - 12m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$76.60,Eaches,1834560284,Molex,1834560284,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560286,MPO SM CPR 1:2 Splitter cable - 13m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$78.35,Eaches,1834560286,Molex,1834560286,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560288,MPO SM CPR 1:2 Splitter cable - 14m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$80.10,Eaches,1834560288,Molex,1834560288,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
1834560290,MPO SM CPR 1:2 Splitter cable - 15m,Molex,Cabling,Dan Money,Swapnil Kale,Inventory,No,$81.85,Eaches,1834560290,Molex,1834560290,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
GPU-GB300-L11-01,"Single Rack GB300 NVL72, featuring Dell Server XE9712

Compute:
18x Dell Server XE9712 Server Node Containing:
2x "" Cordillia"" GB300 HPM (1 Grace CPU, 2 Blackwell GPU)12H Board
2x ConnectX-8 internal mezz cards
1x NVIDIA BlueField-3 B3220
1x HMC module GB300 version
8x E.1 7.68TB SSD NVMe Drives (Gen 5)

NVLink Infrastructure:
9x NVIDIA N5600 Non-Scale Nvlink Switch
4x Cable Cartridges (Backplane)

Rack Infrastructure:
1x Dell IR9048 48RU 21in ORv3 Rack (DLC manifolds, bus bar, blanks, etc.)
8x 33kW power shelves 1 x 60a input (new Delta Power Shelf)
2x MSN2201-CSMRC NVIDIA Spectrum based 1GbE/100GbE 1U Open Ethernet switch with Cumulus Linux, 48 RJ45
ports and 4 QSFP28 ports, x86 CPU, Busbar powered
4x TOR QSFP Tranceivers",Dell Marketing L.P.,GPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,"$4,577,600.00",Eaches,GB300 NVL72,Dell Financial Services LLC,GB300 NVL72,120,,,,,,,,,,,,,Specific,Configured GPU Server - GB300,144502,,,,,,,,,,,,
GPU-GB300-01,"Dell Server XE9712 Server Node Containing:
2x ""Bianca"" GB300 HPM (1 Grace CPU, 2 Blackwell GPU each)
2x ConnectX-8 internal mezz cards
1x NVIDIA BlueField-3 B3220
1x iDRAC
1x HMC module GB300 version
8x E1.S 7.68 TB Gen 4 NVMe Drives (gen 5)",Dell Marketing L.P.,GPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,,Eaches,GB300 NVL72,Dell Financial Services LLC,GB300 NVL72,120,,,,,,,,,,,,,Specific,Configured GPU Server - GB300,144502,,,,,,,,,,,,
GPU-GB300-L11-02,"Single Rack GB300 NVL72, featuring Dell Server XE9712

Compute:
18x Dell Server XE9712 Server Node Containing:
2x "" Cordillia"" GB300 HPM (1 Grace CPU, 2 Blackwell GPU)12H Board
2x ConnectX-8 internal mezz cards
1x NVIDIA BlueField-3 B3220
1x HMC module GB300 version
8x E.1 7.68TB SSD NVMe Drives (Gen 5)

NVLink Infrastructure:
9x NVIDIA N5600 Non-Scale Nvlink Switch
4x Cable Cartridges (Backplane)

Rack Infrastructure:
1x Dell 48RU 21in ORv3 Rack (DLC manifolds, bus bar, blanks, etc.)
8x 33kW power shelves 1 x 60a input (new Delta Power Shelf)
2x MSN2201-CSMRC NVIDIA Spectrum based 1GbE/100GbE 1U Open Ethernet switch with Cumulus Linux, 48 RJ45 ports and 4 QSFP28 ports, x86 CPU, Busbar powered
4x TOR QSFP Tranceivers
1x XDU150 CDU",Dell Marketing L.P.,GPU Server / Chassis,Sekou Sako,Sekou Sako,Inventory,Yes,"$4,615,000.00",Eaches,GB300 NVL72,Dell Financial Services LLC,GB300 NVL72,120,,,,,,,,,,,,,Specific,Configured GPU Server - GB300,144502,,,,,,,,,,,,
7M-12FM3-PFF-APC-B-K8-LZ,OM3 12F MTP F-F LSZH APC Type B 7M Bundles of (8) in Blue Mesh,Proficium Inc.,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No, $ 351.12 ,Eaches,7M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,7M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
10M-12FM3-PFF-APC-B-K8-LZ,OM3 12F MTP F-F LSZH APC Type B 10M Bundle of (8) in Blue Mesh,Proficium Inc.,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No, $ 425.89 ,Eaches,10M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,10M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
15M-12FM3-PFF-APC-B-K8-LZ,OM3 12F MTP F-F LSZH APC Type B 15M Bundle of (8) in Blue Mesh,Proficium Inc.,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No, $ 528.11 ,Eaches,15M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,15M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
20M-12FM3-PFF-APC-B-K8-LZ,OM3 12F MTP F-F LSZH APC Type B 20M Bundle of (8) in Blue Mesh,Proficium Inc.,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No, $ 618.07 ,Eaches,20M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,20M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
25M-12FM3-PFF-APC-B-K8-LZ,OM3 12F MTP F-F LSZH APC Type B 25M Bundle of (8) in Blue Mesh,Proficium Inc.,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No, $ 716.26 ,Eaches,25M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,25M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
30M-12FM3-PFF-APC-B-K8-LZ,OM3 12F MTP F-F LSZH APC Type B 30M Bundle of 8 in Blue Mesh,Proficium Inc.,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No, $ 801.56 ,Eaches,30M-12FM3-PFF-APC-B-K8-LZ,Proficium Inc.,30M-12FM3-PFF-APC-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
150M-12FSM-PFF-B-K8-LZ,OS2 12F MTP F-F LSZH Type B 150M - Bundle of (8) in Blue Mesh,Proficium Inc.,Cabling,Alejandro Parra Bernal,Alejandro Parra Bernal,Inventory,No,"£1,288.98",Eaches,150M-12FSM-PFF-B-K8-LZ,Proficium Inc.,150M-12FSM-PFF-B-K8-LZ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
QDD-DR4-2200-LU ,"400G QSFP-DD Transceiver, 400GBASE-DR4, MPO-12, 500m parallel SMF Mellanox, supports 2x200G breakout on SN4700 Optical Transceiver Module, Breakout to 2 x 200G and 4 x 100G, Nvidia CX7 Compatible",Luma Optics,Transceiver,Dan Money,Swapnil Kale,Inventory,No,$675.00,Eaches,QSFP112-400G-DR4-LU,Luma Optics,QSFP112-400G-DR4-LU,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QDD-400G-DR4-C-LU,"400G QSFP-DD Transceiver, 400GBASE-DR4, MPO-12, 500m Parallel SMF, Cisco Compatible",Luma Optics,Transceiver,Dan Money,Swapnil Kale,Inventory,No,$675.00,Eaches,QDD-400G-DR4-C-LU,Luma Optics,QDD-400G-DR4-C-LU,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
QDD-400G-DR4-S=,"400G QSFP-DD Transceiver, 400GBASE-DR4,MPO-12,500m parallel",Luma Optics,Transceiver,Dan Money,Swapnil Kale,Inventory,No,$405.00,Eaches,QDD-400G-DR4-S,Luma Optics,QDD-400G-DR4-S,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
SFP-10/25G-LR-LU,"25G SFP28 1310nm 10KM DOM Transceiver Module SMF, Cisco ASA",Luma Optics,Transceiver,Dan Money,Swapnil Kale,Inventory,No,$74.00,Eaches,SFP-10/25G-LR-LU,Luma Optics,SFP-10/25G-LR-LU,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
65-7100 ,10 Gigabit Shielded Snagess 100W PoE,,Cabling,Dan Money,Dan Money,Inventory,No,,Eaches,65-7100 ,,65-7100 ,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
65-8150,10 Gigabit Shielded Snagess 100W PoE,,Cabling,Dan Money,Dan Money,Inventory,No,,Eaches,65-8150,,65-8150,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
65-5020,RoHS 2 Complient (CE),,Cabling,Dan Money,Swapnil Kale,Inventory,No,,Eaches,65-5020,,65-5020,,,,,,,,,,,,,,Average,Cabinets-Cages-Security,144502,,,,,,,,,,,,
MMS4X00-NS-LU,"TWIN PORT TRANSCEIVER, 800GBPS,2XNDR, OSFP, 2XMPO12 APC, 1310NM SMF, UP TO 100M, FINNED",Luma Optics,Transceiver,Dan Money,Swapnil Kale,Inventory,No,"$1,600.00",Eaches,MMS4X00-NS-LU,Luma Optics,MMS4X00-NS-LU,,,,,,,,,,,,,,Average,Transceivers and Optics,144502,,,,,,,,,,,,
